age,income,loan_amount,credit_history,loan_to_income,default
37,3585.7679907354423,18406.595753433277,11,5.133236673702941,1
56,2913.3303138993274,11323.170489293489,10,3.8866758208883176,1
60,2874.0666879500104,16510.72486260868,17,5.744725733690371,1
24,4711.063169400413,6159.2819011348,2,1.307408047750441,1
22,3105.906684318942,6970.457895045892,10,2.244258634761386,1
26,5295.081823730657,9929.162893782219,3,1.8751670369442213,0
62,5153.976839449787,13464.575436727193,19,2.6124633183575976,1
24,7037.146606372082,16129.614499912192,5,2.2920674247864823,0
49,5582.28861647208,16161.250935168046,3,2.8950941173983415,1
38,4167.696288277104,4449.778668021598,8,1.0676830460362323,1
46,5821.698408865365,14354.168936862734,5,2.465632523148915,1
64,2939.6119602041185,8455.557435347564,12,2.8764195920472555,1
54,4923.718623951366,1000.0,14,0.2030985270229523,1
30,5638.802467191162,39604.68425218359,7,7.02359844712059,1
56,5258.6351963002535,8610.794192376708,11,1.637457984998634,0
34,5830.1301898719685,9054.782766841556,8,1.553101298247407,1
51,3711.9079685744173,4228.511021115266,5,1.1391745315116888,1
35,7304.062805619033,6540.056362422609,8,0.8953997982316538,1
28,8644.337898791413,13490.621480687068,12,1.5606309747069498,0
34,1794.6477102828117,25814.506592960224,15,14.384163780473783,1
43,2568.8040080915034,13445.21062761856,19,5.23403521065342,1
60,5086.166016048771,12411.501526122602,16,2.4402470322359977,1
41,4486.898038894252,24602.1918161711,14,5.483118092479331,1
36,8792.824811545564,10804.827755719332,7,1.2288232720765544,0
38,5439.568646848922,15169.195164605328,8,2.788676115594692,0
44,7785.090507451914,7627.439478296149,7,0.9797496215355671,1
46,1000.0,28481.06800762056,18,28.48106800762056,1
45,6628.338966664704,23388.08192028677,6,3.52849817094604,1
61,3568.966361483358,13776.101043733066,19,3.859969427676911,1
49,3536.9148607606853,11804.453745034192,4,3.337500112314099,1
35,4503.283947175752,14745.28434690609,3,3.274340352478471,1
21,2150.832720537816,13892.939371113594,17,6.459330490211095,1
45,5885.571050643704,2625.442677418614,19,0.4460812136710965,1
27,5381.42993343359,23661.339611402997,15,4.396849890100867,0
29,5532.3844963745405,13182.897758044914,6,2.382860006690402,0
44,6774.062044265812,30186.72300836916,12,4.456221807699854,0
21,8029.5640923883075,18374.525686100656,19,2.288359053453343,1
64,4272.577901824905,1000.0,6,0.23405073540563875,0
28,5954.701279472947,4747.012401207596,11,0.7971873278633644,1
44,5585.976416669959,1000.0,10,0.1790197318083457,1
31,5755.229012657879,4647.615565448816,16,0.807546590279377,1
37,5785.195328931967,1931.1866064849582,18,0.33381528136604577,0
28,8181.006689129677,17020.539923054723,14,2.0804945613441888,1
55,4080.646263021413,12471.317267149794,4,3.0562113114690117,0
55,1948.528193592636,20924.319344231113,12,10.738525320309327,1
53,3604.2524627682255,14695.203338608308,8,4.077184795018976,1
25,6514.53386707081,13077.52745484132,7,2.0074387088452563,1
62,5046.659017294354,31025.65559415475,9,6.147761417570155,1
59,4064.8013190100082,16782.58107086802,17,4.128758026223888,1
61,2847.005463180716,14355.907859979405,10,5.042458838115742,1
48,5442.572243461065,8172.472639455656,3,1.5015827579090764,1
27,6289.012550547618,5592.69187464298,8,0.8892798081880111,1
29,5611.744110192057,21164.00814713681,14,3.7713779765365123,1
28,4493.339337690108,20685.567982678873,7,4.603606900811704,1
32,5293.282568594925,27572.629911591997,16,5.2089850776492765,1
54,5281.685933114831,18831.292746422525,18,3.565394267075802,1
53,5379.393862435325,11855.177300483634,11,2.2038128465121596,1
43,2631.3900979617597,19088.082230162538,6,7.253991814040767,1
44,5394.652701229756,14357.595182368474,14,2.6614493976777305,1
57,4118.807063067611,21923.08107259016,13,5.322677352180283,1
55,7081.237212019518,25674.65461481635,4,3.625730059040647,0
64,5265.837283500548,13651.549228929698,11,2.592474566524132,0
60,6670.958443645784,29058.477118517912,18,4.355967341723837,0
42,4396.437225900496,24506.778140972157,1,5.574235882772688,1
47,4468.572324777083,15141.474715448567,12,3.388436756745099,1
55,7988.502492512664,20365.946200463506,18,2.5494072536813723,1
21,5872.670376831016,17443.97509584147,7,2.9703650939888964,1
55,3570.9709351885226,15175.951942434349,12,4.249811106802851,0
57,6793.9488772409495,30305.160451784082,1,4.460610610907501,1
34,3933.3905331442584,19140.83568792553,4,4.866243391455159,1
23,5451.396275623046,8272.253114951523,18,1.5174558400647693,1
21,8673.34926171881,6776.242584571131,15,0.7812717302275769,1
25,2137.4352247238917,7103.22463638218,3,3.3232467371261536,0
46,4648.436156466927,18916.036007345385,7,4.069333292021081,1
34,5816.543281804061,12267.890621447541,6,2.1091376831709105,0
59,6529.396669329348,17666.34973290222,15,2.7056634215358186,0
47,2517.5321852782545,22491.17027969098,15,8.93381638225416,1
29,1928.419462849964,31229.708243458306,6,16.194458127540717,1
35,7181.498703980852,12452.214130493143,8,1.7339297330222485,0
35,3559.170286392325,3731.5951413341572,8,1.048445238937024,1
46,3475.43498400537,29339.216522645813,1,8.44188329163705,1
62,8100.499345544333,3343.1934214474295,13,0.41271448571702535,1
33,5139.404629463645,3028.5703403536645,13,0.5892842768189922,1
52,5152.4764553631485,29131.602079735185,11,5.653902998316948,1
59,4640.401109696935,23529.852221899833,4,5.070650503192507,1
52,2552.03586651366,18878.722729809455,7,7.397514657816979,1
24,6351.393898788776,14600.63202037221,12,2.2988075142303144,1
50,5818.901043851247,13086.367860837967,13,2.248941468882024,0
57,5337.3826506788655,9793.39180004529,12,1.8348678445978877,1
43,4767.353921447484,12735.654605796672,16,2.6714304865223473,0
59,4415.360701323426,14620.676951754223,6,3.3113210767518804,1
35,6824.96677909483,4004.400864484627,14,0.586728257308194,0
63,4717.41387358781,8438.171872220351,19,1.788728336825519,1
49,4871.877922932222,1000.0,16,0.2052596587638085,1
56,6059.786309767547,15623.419616802506,4,2.5782129629917296,0
33,5415.921861360773,15624.809608674614,5,2.884976927039493,1
52,8284.552115080876,29228.123490121437,9,3.5280269933863653,1
27,1477.2664450533912,18004.43937626047,3,12.18767232989561,1
42,5599.8148767345265,10551.663464676974,10,1.884287908965674,1
48,3588.788439055662,13397.159986402137,17,3.7330592800079927,0
22,3115.8269304901414,18894.578500088814,19,6.06406547013077,1
62,4085.8715879113047,16820.901012360013,10,4.116845243528284,1
26,5109.358816963523,19626.287353692784,12,3.8412427188577505,1
48,5198.13815184682,18016.35818830348,7,3.4659252336151436,1
48,1965.3875686430138,12978.845878479995,18,6.603708136528581,1
64,3917.8323406443615,10713.653671416003,19,2.73458707261933,1
64,5562.443102952919,10283.50236832027,15,1.84873843704776,1
40,3246.139098432691,7597.82972302353,7,2.340574292300639,1
50,2770.4321905669694,6343.045729803796,12,2.2895509774255443,1
31,1000.0,29707.7114468998,7,29.7077114468998,1
48,3673.613103249282,15997.681213168446,10,4.3547539611666295,1
45,2700.7416020983724,13757.588391133324,10,5.094003950783076,1
59,3032.134233779884,11032.92547061675,5,3.638666569475393,0
53,4456.359393440694,18431.032874647462,18,4.135894627748395,1
21,3800.342246914204,24629.311088448587,9,6.480813960491862,0
47,2667.524212281388,20786.115810045918,16,7.792287587998569,1
33,1000.0,22372.712698492083,7,22.372712698492084,1
61,5604.622610295285,10307.76974252817,10,1.8391550081522963,1
23,6505.654427616946,14966.966065732964,5,2.300608836860005,1
59,4206.510042011253,10412.975105128324,7,2.4754428257942735,0
26,4468.448607091445,15856.251190425937,5,3.548491341102593,1
28,5005.621031372247,25180.728064465686,15,5.030490304129678,1
47,8157.567153224503,18515.230759230733,19,2.2697000725163603,0
29,1864.584412348458,28013.714927968413,10,15.024106574335741,1
57,4171.020548254861,12691.811116398865,8,3.042855092552606,1
53,1556.0540717345611,8544.311567863624,9,5.491011991851368,1
62,5724.636917471118,19097.027893554234,11,3.3359369631411355,0
64,4712.083212423978,15950.866905782552,2,3.385098731645095,0
44,5405.984225872155,17581.61802531734,3,3.2522510778286398,1
35,5306.245125182153,16385.761303731986,13,3.0880143900569417,1
52,6981.4165074070315,11124.525013188191,11,1.5934481206479332,1
52,6076.265929136932,16565.888382159996,10,2.7263270856404076,1
44,6661.015915320175,22786.964286633367,15,3.4209442788184763,1
61,2868.930620206112,23608.861663215634,6,8.229150435683769,1
32,7386.341729950289,11083.867206517025,1,1.5005895491639567,1
59,3555.274521022001,16848.04745384388,14,4.738887912655682,0
22,3670.260914752039,26816.888663052698,18,7.306534681299199,1
23,5541.68515470599,11256.874007523806,11,2.031308833553001,1
57,5603.836526098553,9804.428804539588,8,1.7495922229133136,1
37,2856.2863955350426,21355.223711750965,3,7.476569487266238,1
22,4653.441416452206,19951.67365584383,14,4.287509365714769,1
22,7976.4706337389525,8304.19134614311,2,1.0410859297867858,1
48,2063.3268769318097,3804.315224339907,16,1.8437772836056723,1
43,7970.438482025453,16692.448818370776,6,2.0942949194093625,0
57,4516.603097167021,11651.22321708059,1,2.5796429233263076,0
52,1000.0,1527.3899629726911,14,1.527389962972691,1
53,2266.5365330341874,9502.379809212282,10,4.192467083904247,1
21,3073.044924529613,19820.8785202766,6,6.449914988896739,1
39,3752.1413984345154,13788.714312712043,9,3.6748919746108264,0
22,4790.573482749324,27528.83236014929,7,5.746458635751979,1
64,1000.0,1000.0,2,1.0,1
46,5373.608784955307,25703.938971897187,11,4.783366262884909,1
52,2889.8189833502315,12248.77296187049,14,4.238595231203795,1
26,7781.045143202116,11092.629312348958,5,1.4255963187721634,0
52,4459.646558512051,2590.4493068139764,9,0.5808642619603184,1
24,6885.692343465459,18720.654793142076,7,2.7187759573527894,1
31,7220.697959828586,1000.0,14,0.13849076717560682,0
37,7166.546486932433,21543.229156783338,16,3.0060823851579728,1
58,3867.1865140750288,2893.08747966591,16,0.7481117006216835,0
44,3841.5996845573527,4154.352318104715,7,1.0814120833059677,1
25,4550.05340142337,5470.283066538546,10,1.20224590437275,0
54,6272.474750757851,9272.40026085202,6,1.4782682480677523,1
26,3978.609460491675,22536.607528796005,17,5.664443256516798,1
42,4761.4750528195045,27031.652268973234,1,5.677159277137545,1
31,5547.1876326789,10099.251608479783,2,1.8206075361475662,0
36,3190.216147904267,14627.495189551475,14,4.5851110117289835,0
53,3063.783423341765,18919.33847258009,4,6.175155309099549,1
29,4683.472237192019,12365.501090128757,9,2.6402422100280254,1
26,4948.357629903283,18606.06101834397,6,3.76004775926182,1
36,5867.770960003286,14967.36422796775,17,2.5507751290891165,1
49,6343.7731499031115,12972.320969947748,11,2.0448904245804997,0
23,2801.8743588567027,3641.4744407832204,4,1.2996565778449518,1
40,3375.8301361128706,16192.345583397358,9,4.796552234717052,1
56,3058.495424873796,22667.005637184462,16,7.411162185446062,1
39,7824.894803182843,8773.77721807774,3,1.121264558663323,1
46,4759.458819594929,1000.0,4,0.21010792148950846,0
23,5032.258590490042,12443.594861637572,3,2.472765387127257,1
39,5115.548728027025,27078.165158460157,13,5.2933060748897836,1
40,3568.6599725647216,24695.599483902002,19,6.920132395284998,1
52,8128.539037892061,10356.302353739313,1,1.2740668778807966,1
27,5822.053309637457,18644.120039918853,6,3.202327262970362,1
61,5079.181059555898,19908.367305204534,3,3.919601816074113,1
53,2789.487157698868,26922.70497191733,3,9.651489126813791,1
60,2676.1350166875104,2595.3416303959566,16,0.9698096748528185,1
59,4382.184936788463,6449.374154962843,10,1.4717256911775485,0
38,3600.01641285634,1000.0,17,0.2777765113594512,1
60,2865.1113089068963,9572.726413241022,7,3.3411359563874083,1
21,4258.0839608568895,23530.44453975068,13,5.526064012841929,1
31,4567.143943448222,10522.246720354553,11,2.3039008296309995,1
48,5283.57084092054,4534.488561437551,10,0.858224238486319,0
45,3992.161057251474,16813.091339856786,7,4.211526313377816,1
43,2984.798610679938,17018.950694298837,6,5.701875708934987,1
51,3054.158228017506,6863.604376389326,1,2.247298228829677,1
50,7425.9454584523755,10951.6327425216,17,1.474779582451176,1
62,2496.4846272765153,16204.612165165008,12,6.4909721406308325,1
55,5726.364596582541,20967.89197353431,4,3.6616411022881463,0
27,6039.092659548792,9809.020372087582,3,1.6242539939469083,1
36,4757.449048328663,8656.189226314604,6,1.8195022455060461,1
46,8535.658116810358,30300.437515455527,16,3.549865411757884,0
22,6003.437986055398,12807.790154041777,13,2.133409253796128,0
21,8685.8060966093,16995.474433712436,9,1.9566951235933072,1
32,3697.8719961702554,20186.919651165037,11,5.459063935169161,0
25,3732.109180213163,1000.0,13,0.2679450015293722,0
57,6055.074317360029,14851.784306411955,19,2.452783158058286,1
52,4477.068725361594,1834.2697226106939,3,0.40970327576612026,1
29,8371.330849784035,13953.780409860783,12,1.6668532949239205,1
61,5683.4007672618745,25984.99121469191,19,4.572084967925084,1
55,2910.8515602865687,7012.253386224448,8,2.4090041147732393,1
39,1526.367182911949,1668.6464820174133,14,1.0932143331554265,1
36,4843.52281531347,30101.486214932745,9,6.214791870033669,1
23,4821.753740933533,5823.542596782625,17,1.2077644171962911,0
40,5627.5318466167755,3011.368022184077,6,0.5351134572422697,1
44,7421.3811475118055,27952.252555121435,4,3.7664488589826832,0
53,7158.226607987855,5508.240625622762,4,0.7694979395421939,0
44,3842.1979353271345,28159.313677828995,19,7.328959661062188,1
31,2412.361196391157,17192.726625365234,12,7.126928857538084,1
28,2531.757729981859,25271.656613387495,2,9.981862132427883,1
56,3526.396589357243,16488.530688762006,17,4.675744849154182,1
58,4266.536903921962,23637.61891783006,15,5.540235429840409,1
60,5610.124277930334,7652.409419353862,10,1.3640356327680072,1
40,3398.0648062080404,10091.17788781333,3,2.9696837651175496,1
55,5560.783942226629,1000.0,4,0.17983075954567362,1
45,5724.080291718104,22774.25182206281,1,3.9786744177949043,0
55,5286.687765191778,18356.5547465228,1,3.4722222234088953,0
45,2742.7540059746098,6941.402997364623,18,2.530815006465761,1
49,5935.653450471916,1008.7836134566533,4,0.1699532531462816,1
38,9162.539257533446,17254.50518900115,15,1.8831575728108867,1
38,5491.793653825809,28407.636278177524,10,5.172742835737755,1
22,1000.0,13896.312619341414,17,13.896312619341414,1
55,7481.759144093805,9732.431691826267,12,1.3008213047741815,1
36,3594.504446601227,7503.405758816256,12,2.08746598322088,1
61,9531.425380991384,24994.789662130577,16,2.62235590827558,1
56,5232.726902731921,8766.017404717802,5,1.6752292958650696,0
53,1630.5986120283487,12030.567199858544,16,7.378006525403191,1
24,1000.0,23333.879263350234,17,23.333879263350234,1
53,8079.481525351757,20099.852838690535,15,2.4877651833996173,0
34,7211.809971834546,12336.72536010657,13,1.71062817909612,0
41,9452.03777153338,9408.184470005239,8,0.9953604394535733,0
40,5021.848971147111,26724.626317963048,2,5.321670657861003,1
28,4886.940233240639,6069.042599152146,8,1.2418900803965078,0
27,4234.562415682885,13317.718518980928,10,3.145004657307253,1
23,3683.4195174815586,2952.9881012615915,7,0.8016974681397735,1
37,4215.140891084368,24510.93742349628,10,5.814974648970916,1
53,5434.926664648059,11200.912992935951,4,2.0609133635221317,1
32,3312.198426175796,9402.993610274752,11,2.838898037015034,1
42,1661.421306252033,20293.29972307782,9,12.214421258902155,1
42,5319.753268028355,3595.8770295828763,4,0.6759480841327827,1
50,3267.608802613136,20083.051049750728,3,6.146100179951202,1
58,1000.0,12115.65766345995,11,12.115657663459949,1
58,6105.134781314022,5357.606281758444,3,0.877557412517159,1
28,2783.881923765943,7077.89623790545,18,2.5424556183513367,1
47,6323.578909381469,9526.399203506098,19,1.5064885470746672,0
47,6275.6962130319625,11447.650596290092,14,1.824124401133084,1
54,5567.180023045666,5411.791409270292,11,0.9720884517597539,0
41,9993.635680712992,17356.12791654437,2,1.7367180945009297,1
50,4723.896300055245,5202.224128354652,2,1.1012570551757905,0
53,4428.720865002823,1000.0,2,0.22579883232251588,1
48,6367.344842833834,30356.95703038018,10,4.767600590149534,0
53,4889.105275772415,16583.420392791737,15,3.3919131328526717,1
25,7320.987074788019,31075.932733164598,12,4.24477360985703,1
39,2462.3881848489555,6650.725199783599,11,2.7009247529310896,1
24,2495.65110507132,18838.357714303987,17,7.548474094004269,1
55,6531.618982652435,22156.86959090608,18,3.392247718330374,0
37,2670.378121322793,13485.229934613952,14,5.049932751820905,1
64,6218.197212885429,3444.400195370554,17,0.5539226366498996,1
48,5740.005692420731,12884.150926221642,15,2.2446233708851975,0
50,3611.0234279446736,20011.175464769916,12,5.541690843074895,1
49,5734.340320466868,19705.763599205588,16,3.43644822210364,1
26,2530.815108431521,14986.971100335546,6,5.921796124262811,1
55,3000.200147472599,22178.30354537397,2,7.392274666760886,1
61,4525.6245231758685,21800.688971938827,2,4.817166970060551,1
57,5157.855638144441,10810.659199523972,16,2.0959600186509193,1
44,4392.722926024285,2836.6427611343424,2,0.6457595457088614,0
49,5866.231927746222,16523.47126408631,8,2.8167095109099356,0
51,5776.932830096583,9026.899471836747,7,1.562576498173656,0
55,8058.733616696289,16149.988807194322,1,2.0040355687814726,0
53,4809.429305709991,25764.23882841519,4,5.357026206378919,1
41,7389.126862368257,18499.93612696878,11,2.5036701184799317,1
52,6841.451025787786,25370.045673773835,7,3.708284335902631,1
43,9587.954566586297,6908.161591867437,18,0.7205042059692429,0
53,4745.483960195451,23699.645909445535,4,4.994147300514619,0
23,4159.282557094024,28412.78345321333,17,6.8311741419810055,1
38,7515.388444487466,15514.576053664205,11,2.064374472226268,1
45,5770.865143482524,33576.42714958151,11,5.818265773807228,1
62,7563.318433567799,8140.550306171158,11,1.0763199219593171,0
51,6433.597595979,9889.329041924386,15,1.5371382643056846,0
23,1000.0,20199.48440342775,14,20.19948440342775,1
60,5752.643554062366,15435.72435864151,17,2.6832401857648915,1
44,5622.431795902979,9056.741337750173,2,1.6108228016833834,1
52,5266.213804927926,19952.83261292614,18,3.7888383100312084,0
42,4735.513891753234,17844.33210665915,16,3.7681933818702458,1
43,1815.7129444113443,10309.78658774201,12,5.678092795160664,1
22,6748.353834476646,16512.413008354983,10,2.4468801449021185,1
47,5747.536856186989,21072.204165047406,16,3.6663017032007437,0
62,7203.9133947948485,10132.329708011905,3,1.4065035422736993,0
22,1922.488951449494,19135.966477127102,8,9.953745878590984,1
46,6014.268979090537,8063.654179829222,2,1.3407538319060328,1
37,4530.681324906875,9609.404952201223,1,2.1209624476068702,1
60,5287.576019851059,23892.69850576222,14,4.518648699529285,1
53,4553.680731638218,19909.97034485145,4,4.372280692961252,1
29,6087.21585496026,1000.0,4,0.16427871523319398,1
63,4674.253758016841,12006.202999659728,9,2.5685817718107016,1
59,2896.170149888622,18917.574196745278,3,6.531927758965678,1
49,5172.850837572382,16110.924937506707,5,3.11451565942844,1
62,4571.650925728999,19945.63396147162,1,4.362895217834479,1
46,4833.212757742233,15927.853278258372,19,3.2955001314071763,1
55,1000.0,13939.218612165336,1,13.939218612165336,1
45,6365.272167137411,13694.702913302066,10,2.151471697314845,1
44,4370.672765306438,23729.43450875629,12,5.429240710289727,1
33,2303.6928519634685,20559.516691444987,10,8.92459108596957,1
27,6845.127033696284,18237.950429963697,2,2.6643698999572005,1
56,6272.731455505861,15710.66479120622,16,2.504597064715126,0
40,4345.3596074502875,10609.450468958254,8,2.441558680383538,1
21,2695.6612409599625,12545.97068670769,14,4.65413476147318,1
28,5356.061469358745,23517.368995495017,15,4.390795200920395,1
36,5246.212169175218,22764.019956289732,16,4.339134450192961,0
34,6848.668565983564,9811.420562436531,11,1.4326026245697692,1
32,4112.52897027902,15799.358781799207,12,3.8417623063521615,1
43,7389.844269729992,18987.73858091252,2,2.569436903926297,1
35,3919.4939933284654,18465.475291253308,4,4.711188567372259,0
48,2308.336430915156,18403.861464507452,3,7.972781271407268,0
54,2735.4344890454377,6103.401452986112,9,2.231236564950955,0
22,4875.176921728769,5628.127291617517,18,1.1544457528367496,1
52,4868.970981882536,24361.557946890505,19,5.003430506679949,1
43,5655.722281501552,27072.201591134835,7,4.786692175406351,0
42,4819.251937763118,3147.830887652346,4,0.6531783206821573,0
45,6954.637032128659,14777.918906842693,6,2.1249015352738696,0
42,4477.811803074847,21512.40637866658,19,4.804222983175471,1
42,1007.4474702571679,1000.0,1,0.9926075845371205,1
62,4757.806623068413,6413.297135367642,16,1.3479524586544813,0
26,1000.0,14262.423822982957,11,14.262423822982957,1
35,5542.781961995395,10222.090751534273,4,1.8442166445700008,0
63,7114.385997969832,16673.14800916439,18,2.3435821466423463,1
57,3027.5510274349617,26763.856221469505,5,8.84010078738283,1
53,7837.113372783701,8177.618979894134,6,1.0434478347975573,1
28,6685.662489456862,15402.183130522997,2,2.30376318798801,1
64,7412.960310830109,12241.631016046536,12,1.6513822417424637,1
64,5379.127712869262,16090.922464585114,9,2.9913627865887036,1
25,3014.469648496359,15046.40095292875,12,4.991392419702754,1
59,6561.630855628276,36097.58559306034,13,5.501313070987137,0
24,3750.79818646332,26916.619670780638,17,7.176237785312757,1
26,5235.769012206711,2352.515834902146,5,0.4493161996676081,1
52,4657.2980143927625,7798.921896219932,13,1.6745593415148434,0
50,7249.391713593792,8777.141934331088,13,1.2107418499503229,1
55,6460.654011846658,5125.79612697759,10,0.7933865700869618,1
60,4838.868403375258,4053.0961536869236,15,0.8376123952574874,1
36,1096.7856129196944,13573.068602441743,15,12.375316053161567,1
33,3729.5450669415977,9082.49948790687,18,2.435283479589361,1
62,6408.444578968834,7873.650668272282,18,1.2286367731277485,1
50,5560.220522093168,31163.79181674237,2,5.604776230172006,1
39,1993.5561311742772,9632.979033922556,11,4.832058091210294,1
37,1386.8240550622218,11454.658177494392,13,8.259633322397528,1
39,5391.018300314913,20931.651895940922,11,3.8826898240575836,1
48,2885.8856645684477,11427.772223404692,4,3.9598839149137217,0
46,3078.407078324846,5674.611916386377,15,1.8433598195448173,1
57,6345.215457565308,12936.482369186155,11,2.0387774781961383,0
46,7404.4775608313485,31069.86738316882,18,4.196091773918538,1
43,3498.595945927403,11148.463277880604,16,3.186553534671002,1
29,4910.479384775653,7705.8661133612,10,1.5692696190217814,1
32,4851.506668031279,18361.84264679217,12,3.784771186193861,1
21,4671.591790606966,12552.684098720234,13,2.687025035868834,1
21,5081.196952312597,36911.95302138436,9,7.264420837807651,1
54,6512.997855680313,8704.824386187196,13,1.3365311303757426,1
52,3652.151306540809,28869.8457616804,6,7.904887650732334,1
45,1949.444930967867,24307.11639911236,6,12.468737132802351,1
60,8380.01986720752,11949.23757502485,11,1.4259199577538355,0
21,7178.843848980101,14971.877642748826,19,2.0855555515218347,1
36,2792.724257501204,6760.961131643904,11,2.4209196856739763,1
59,5271.264017551906,10692.467763015902,10,2.02844473875959,1
25,7021.404329172221,11892.433363181322,15,1.6937399992436222,0
42,6498.087889052078,16262.82824808365,13,2.5027098010605737,1
49,5924.02661985857,3698.558992207498,8,0.6243319332511368,0
23,4659.546216816512,17491.877362690335,5,3.7539873087987328,1
32,8454.607850123915,13833.052629626813,2,1.636155440305143,1
46,5441.71774491892,18184.86240810266,16,3.3417503921592333,1
36,3970.0814813586194,19378.453137954868,13,4.881122271405695,0
57,6742.15145769119,13192.516449153722,19,1.9567220540713601,1
42,5192.11728390284,18905.582215130293,9,3.641208620949956,1
49,5699.5954545072445,14302.59070859255,15,2.5094045398050224,1
34,5406.298403182415,20947.783915424523,6,3.874699906149024,1
48,5993.55114753382,17529.00653087779,8,2.9246445219860164,1
25,3043.087493201586,16448.33200916833,14,5.405145940073939,1
50,2097.7872256599835,14180.432190927473,5,6.759709477431,1
25,7868.265446467169,25366.5273036001,17,3.223903346447165,1
32,5499.169123578338,18241.48183436018,7,3.317134175078862,1
36,6541.694554817158,4428.300216011208,9,0.6769347267597975,0
46,1480.4815596447474,11224.393845888953,16,7.5815830145039635,1
46,7133.366217429006,13171.321533385313,18,1.846438431999149,1
41,3957.0287092884646,14991.014717553551,13,3.788452351221169,0
59,3387.5636663819114,16413.658809812056,18,4.845269469825985,1
56,4873.2536647360275,7446.266285785508,10,1.5279865974694455,0
53,3044.0395789149507,14456.017116680598,1,4.74895833050681,1
50,4996.536603548786,12487.029221961042,18,2.49913694479735,1
57,4727.323305971027,23677.95394203168,19,5.008744359016936,1
43,7120.791810467766,7039.373525429791,2,0.9885661191613146,0
30,8026.689004278939,14860.971199934671,4,1.8514447478919953,1
25,7963.031585683166,9516.919101276319,11,1.195137680778123,1
56,1000.0,29903.967324158344,3,29.903967324158344,1
54,3129.66634031343,25052.908821227848,9,8.004977558955645,1
51,1000.0,1861.1366768752177,10,1.8611366768752178,1
30,2612.9154511299384,8630.290519314098,2,3.3029352387127506,1
39,3700.963578192337,21967.386336541756,7,5.935585658281807,1
